id,episode,scene,characters,dialogue
1932,9,369,"Tsutomu's friend","¿Hace comeros una hamburguesa?"
1933,9,369,"Tsutomu Rokutanda","Suena bien"
1934,9,370,"Tsutomu Rokutanda",¡Ginta!
1935,9,370,"Tsutomu Rokutanda","¡Donde estás!"
1936,9,371,"Yuu Matsuura","Tsutomu Rokutanda"
1937,9,371,"Tsutomu Rokutanda","Matsuura ¿también confabulas contra mí?"
1938,9,371,"Tsutomu Rokutanda","¡Os vais a enterar!"
1939,9,371,"Tsutomu Rokutanda","¡Ginta! Solo los cobardes se esconden"
1940,9,371,"Yuu Matsuura","Mejor será que la gente se largue de aquí porque creo que se va a montar una gorda, ojalá que controlase ese genio"
1941,9,371,"Ginta Suou","Tranquilízate tío"
1942,9,371,"Tsutomu Rokutanda","Sabes que me gusta Arimi desde pequeño, y ahora vas y empiezas a salir con ella"
1943,9,371,"Tsutomu Rokutanda","Pensaba que me respetarías por ser tu primo"
1944,9,371,"Tsutomu Rokutanda","Eres un mamón"
1945,9,371,"Tsutomu Rokutanda","Vamos que te voy a zurrar"
1946,9,371,"Arimi Suzuki","Cuantas veces tengo que decirte que me dejes en paz, haz el favor de no hacer el ridículo y cierra tu bocaza"
1947,9,371,"Tsutomu Rokutanda",¡Arimi!
1948,9,371,"Yuu Matsuura","Y ahora por favor si queréis seguir hablando hacerlo fuera"
1949,9,371,"Tsutomu Rokutanda",¡¿Qué?!
1950,9,371,"Tsutomu Rokutanda","Antes salias con ella, con lo que tambien tienes parte de culpa"
1951,9,371,"Tsutomu Rokutanda","Una cosa que tienen ellos que no tenga yo"
1952,9,371,"Arimi Suzuki","El que a mí me guste uno u otro no es asunto tuyo, ¡idiota!"
1953,9,372,Customer,"¿Que está pasando aquí?"
1954,9,372,Customer,"Yo diría más bien que es un cuarteto amoroso"
1955,9,372,Customer,"¿Qué pasada no?"
1956,9,373,"Arimi Suzuki","Esto no tiene gracia, yo solo quería que Miki se pusiera celosa y se alejara de Yuu, pero ahora se está complicando todo"
1957,9,373,"Arimi Suzuki","Menudo lío se ha montado"
1958,9,374,"Tsutomu Rokutanda","Chicos enteraos, el Gran Ginta se meó durante mucho tiempo en la cama"
1959,9,374,"Tsutomu Rokutanda","Y era tan simple, que hasta después de parvulario llamaba guau guau a los gatos"
1960,9,374,"Tsutomu Rokutanda","Era torpe para todo"
1961,9,374,"Tsutomu Rokutanda","Recuerdo una vez, que fuimos a pescar, se cayó y tuvimos que sacarlo del agua con la red"
1962,9,374,"Ginta Suou","¡Ya vale tío! ¡Te estás pasando!"
1963,9,374,"Tsutomu Rokutanda","Si, ya lo sé"
1964,9,374,"Tsutomu Rokutanda","Quiero demostrar a Arimi que lo tuyo es solo fachada"
1965,9,374,"Tsutomu Rokutanda","Que siempre has sido mucho peor que yo"
1966,9,374,"Ginta Suou","No vas a conseguir nada diciendo esas gilipolleces sobre mí, ¿te enteras?"
1967,9,374,"Tsutomu Rokutanda","Está bien, entonces vamos a pegarnos y veremos quién tiene más aguante"
1968,9,374,"Ginta Suou","Vale, ¡cuando quieras!"
1969,9,375,"Miki Koishikawa","¡Oh no!"
1970,9,375,"Arimi Suzuki","Serán idiotas"
1971,9,376,"Tsutomu Rokutanda","Contigo también va esto Matsuura"
1972,9,376,"Yuu Matsuura","¿Qué pasa conmigo?"
1973,9,376,"Tsutomu Rokutanda","Cierra tu bocaza, te odio, nunca me has caído bien, estúpido gallina"
1974,9,376,"Ginta Suou","Bueno, no eres el único, yo también le odio"
1975,9,376,"Tsutomu Rokutanda","¿Ah si?"
1976,9,376,"Ginta Suou",Claro
1977,9,376,"Yuu Matsuura","Esta conversación es absurda, tengo que volver al trabajo"
1978,9,376,"Yuu Matsuura","Me aburrís chicos, demostráis ser unos niñatos"
1979,9,376,"Tsutomu Rokutanda","¡Eres un cobarde!"
1980,9,376,"Ginta Suou","¡Eres un cobarde!"
1981,9,376,"Tsutomu Rokutanda","Eso sabe que va a perder"
1982,9,376,"Yuu Matsuura","No podríais conmigo"
1983,9,376,"Yuu Matsuura","Además no merecéis la pena"
1984,9,377,"Takuji Kijima","Tú eres Tsutomu, ¿no es verdad?"
1985,9,377,"Tsutomu Rokutanda",Sí
1986,9,377,"Takuji Kijima","Imagino, que da igual el tipo de reto"
1987,9,377,"Tsutomu Rokutanda","Claro, si señor"
1988,9,377,"Takuji Kijima","¿Estás totalmente seguro?"
1989,9,377,"Tsutomu Rokutanda","Claro, si quieres te doy mi palabra"
1990,9,378,"Yuu Matsuura","¿Una competición en el trabajo?"
1991,9,378,"Takuji Kijima","Sí, curraréis aquí en la tienda hasta que cerremos"
1992,9,378,"Takuji Kijima","Y quien más venda será el que ganara"
1993,9,378,"Ginta Suou",¿Qué?
1994,9,378,"Yuu Matsuura","¿Estarás bromeando?"
1995,9,378,"Takuji Kijima","Bueno es fácil, se cuentan las prendas que hayáis vendido y de paso yo consigo más ventas"
1996,9,378,"Takuji Kijima","Me distes tu palabra ¿No, chaval?"
1997,9,378,"Tsutomu Rokutanda","Claro que te la di"
1998,9,378,"Tsutomu Rokutanda","Vosotros estáis de acuerdo"
1999,9,378,"Ginta Suou","Trato hecho"
2000,9,378,"Yuu Matsuura","Claro que si, a ver quién es el ganador"
2001,9,378,"Tsutomu Rokutanda",Escuchad
2002,9,378,"Yuu Matsuura","Qué pasa ahora, no te parece suficiente"
2003,9,378,"Tsutomu Rokutanda","Si no hay una penalización para el perdedor, todo esto da igual"
2004,9,378,"Tsutomu Rokutanda","Así que el que pierda"
2005,9,378,"Yuu Matsuura","Vuelta a empezar"
2006,9,378,"Tsutomu Rokutanda","Se tendrá que pelar"
2007,9,378,"Yuu Matsuura","Lo sabia"
2008,9,378,"Ginta Suou","Oye Tsutomu, pero si ya no tienes casi pelo"
2009,9,378,"Tsutomu Rokutanda","Es que no voy a perder, pero si pierdo me lo cortaré más corto aún aunque no creas que os voy a dar ese gusto"
2010,9,379,"Miki Koishikawa","¿Más corto aún?"
2011,9,380,"Takuji Kijima","Va a empezar la competición, no se admiten trampas y si las hace será el perdedor"
2012,9,380,"Takuji Kijima",Preparados
2013,9,380,"Takuji Kijima",Listos
2014,9,381,"Tsutomu Rokutanda",Vamos
2015,9,382,"Ryoko Momoi","¿Qué estará pasando ahí?"
2016,9,382,Namura,"No lo sé"
2017,9,383,Namura,"Perdone ¿que pasa ahí?"
2018,9,383,Customer,"No estoy seguro, pero he oído que unos chicos están haciendo una competición"
2019,9,384,Customer,"Me gusta el moreno, aunque el de pelo corto tampoco está nada mal"
2020,9,384,Customer,"Están muy buenos y además trabajan muy bien, yo no quería y al fin me he comprado una camiseta"
2021,9,385,"Yuu Matsuura","Un momento, chicas, haced una cola por favor"
2022,9,386,"Ginta Suou","Creo que le sienta estupendamente señorita"
2023,9,387,"Tsutomu Rokutanda",Bienvenido
2024,9,387,"Tsutomu Rokutanda","Esa gorra le sienta a medida"
2025,9,387,"Tsutomu Rokutanda","Esta va a ser la moda de la próxima temporada"
2026,9,387,Customer,"¿Se puede saber que es esto?"
2027,9,387,"Tsutomu Rokutanda","No está mal, ¿no?"
2028,9,387,Customer,"¿Pero de que va?"
2029,9,388,Namura,Matsuura
2030,9,388,"Ryoko Momoi","Además también están Suou y Rokutanda"
2031,9,388,"Takuji Kijima","Hombre, Namura y Momoi ¿cómo estáis?"
2032,9,388,Namura,"Kijima, que está pasando, ¿sabes algo de esto?"
2033,9,388,"Takuji Kijima","Los chicos son impresionantes, cuando se ponen a currar no hay quien los pare"
2034,9,388,"Takuji Kijima","Ahí les tenéis"
2035,9,388,"Takuji Kijima","Están funcionando como máquinas"
2036,9,389,"Miki Koishikawa","Esto es lo tuyo"
2037,9,389,"Arimi Suzuki",Gracias
2038,9,390,"Satoshi Miwa","¡Eh afloja un poco!"
2039,9,390,"Satoshi Miwa","Me ha costado bastante alcanzarte"
2040,9,390,"Satoshi Miwa","Siempre eres tan dura con todos los chicos o solo conmigo"
2041,9,390,"Meiko Akizuki","Déjame en paz, no quiero estar con nadie, eres un plasta, sabes y además no sé por qué"
2042,9,390,"Satoshi Miwa","Eh, mira esos de ahí son los profesores Namura y Momoi"
2043,9,390,"Satoshi Miwa","Y esos son tus compañeros de clase"
2044,9,390,"Satoshi Miwa",¿No?
2045,9,390,"Satoshi Miwa","Eh, ¡Espera!"
2046,9,391,"Tsutomu Rokutanda","¡No! He perdido solo por una sola camiseta"
2047,9,391,"Yuu Matsuura","Aunque solo sea por una, has perdido"
2048,9,391,"Ginta Suou","Que cruel es el mundo, eh Tsutomu"
2049,9,391,"Ginta Suou","Mándanos una foto como prueba"
2050,9,391,"Takuji Kijima","Chicos, lo habéis hecho, pero que muy bien, hemos tenido muy buenas ventas"
2051,9,391,"Ryoko Momoi","Venga os merecéis un descanso"
2052,9,391,"Tsutomu Rokutanda","Estoy hecho polvo y además muerto de sed"
2053,9,391,Namura,"Claro no has parado de gritar para atraer clientes"
2054,9,391,Namura,"Me has dejado alucinado"
2055,9,391,Namura,"De verdad"
2056,9,391,"Miki Koishikawa","Yo también me he quedado sorprendida, no podía imaginar Kijima os conociera a ti y a la señora Momoi, que casualidad"
2057,9,391,"Takuji Kijima","Bueno, ya ves el mundo es un pañuelo"
2058,9,391,"Takuji Kijima","Venga, aquí tienes un premio de consolación"
2059,9,391,"Takuji Kijima","Esta camisa te va a quedar muy bien con el rapado"
2060,9,391,"Takuji Kijima","Seguro que las chicas no podrán resistirse"
2061,9,391,"Tsutomu Rokutanda","Chicas eh"
2062,9,391,"Arimi Suzuki","Arimi, no seas así"
2063,9,392,"Yuu Matsuura","Menos mal que ha acabado bien la tarde"
2064,9,392,"Miki Koishikawa","Sí, estoy agotada"
2065,9,392,"Yuu Matsuura","Yo también"
2066,9,392,"Miki Koishikawa","Oye Yuu, me alegro de que no tuvieras que pelarte"
2067,9,393,"Miki Koishikawa","¡Hemos vuelto!"
2068,9,393,"Yuu Matsuura","¡Hemos vuelto!"
2069,9,393,"Rumi Matsuura","!Hola chicos, ya estáis aquí!"
2070,9,393,"Youji Matsuura","¡Que tarde habéis venido!"
2071,9,393,"Miki Koishikawa","Oye, ¿y estas maletas?"
2072,9,393,"Jin Koishikawa","¿Es que no lo recordáis?, mañana nos vamos de vacaciones"
2073,9,393,"Miki Koishikawa","¿Pero qué estáis diciendo? Es la primera noticia que tenemos"
2074,9,393,"Jin Koishikawa","¿Cómo ha podido ser?"
2075,9,393,"Chiyako Koishikawa","Creí que alguno se lo habíamos dicho"
2076,9,393,"Rumi Matsuura","Yo me despreocupe por completo pensando que uno de los tres lo había hecho"
2077,9,393,"Jin Koishikawa","Bueno ya lo sabéis, os toca cuidar de la casa"
2078,9,393,"Yuu Matsuura","¿Cuidar de la casa?"
2079,9,393,"Chiyako Koishikawa","Os traeremos algún recuerdo, no os preocupéis"
2080,9,394,"Miki Koishikawa","¡Oh no! Eso no puede ser verdad, ¿eso quiere decir que vamos a quedarnos solos en casa?"
2081,10,395,"Miki Koishikawa","No puedo creerlo"
2082,10,395,"Miki Koishikawa","Nuestros padres se van de viaje dejando a un chico y una chica solos en casa"
2083,10,395,"Miki Koishikawa","No tiene nada de sentido común"
2084,10,395,"Miki Koishikawa","A ver que harían si algo nos pasase a Yuu y a mí"
2085,10,395,"Miki Koishikawa","¿Algo? ¿Qué quiero decir con algo?"
2086,10,395,"Miki Koishikawa","¿Pero en qué estoy pensando?"
2087,10,396,"Jin Koishikawa","Bueno, por fin nos vamos chicos"
2088,10,396,"Chiyako Koishikawa","¿Habeis cogido la cámara?"
2089,10,396,"Youji Matsuura","Si, la tengo yo"
2090,10,396,"Rumi Matsuura","Si necesitáis dinero, usad la tarjeta"
2091,10,396,"Chiyako Koishikawa","Adiós, cuidad de la casa ¿Eh?"
2092,10,396,"Rumi Matsuura","¡Hasta pronto!"
2093,10,397,"Miki Koishikawa","Se han ido de verdad"
2094,10,397,"Yuu Matsuura","Miki, tengo hambre"
2095,10,397,"Yuu Matsuura","¿Podrías hacerme algo?"
2096,10,397,"Miki Koishikawa","Nanai, háztelo tú"
2097,10,397,"Yuu Matsuura","¿Por qué? Por favor"
2098,10,397,"Yuu Matsuura","Anda, Miki venga"
2099,10,397,"Yuu Matsuura",Suspendida
2100,10,397,"Yuu Matsuura","Perdona que te diga, eres un desastre en la cocina"
2101,10,397,"Yuu Matsuura","Fíjate en este arroz, no hay quien se lo coma"
2102,10,397,"Yuu Matsuura","¿Es que no sabes hacer algo tan sencillo?"
2103,10,397,"Yuu Matsuura","Claro que Rumi tampoco es muy buena cocinera, que digamos lo habrás heredado de ella"
2104,10,397,"Miki Koishikawa","¡Basta de quejarte! si no te gusta vete comer a otro lado me harás la vida más fácil o si no prepara tú la comida"
2105,10,397,"Miki Koishikawa","Y veremos a ver qué es lo que sale"
2106,10,397,"Yuu Matsuura","No es para tanto tu plato es comestible"
2107,10,397,"Yuu Matsuura","Así que tú la cocina"
2108,10,397,"Miki Koishikawa","¿Qué dices?"
2109,10,397,"Miki Koishikawa","Nada de eso, ¿por qué?"
2110,10,397,"Yuu Matsuura","Pues porque estás muy guapa cuando te pones a cocinar"
2111,10,398,"Miki Koishikawa","Maldición, ¿como negarme ahora?"
2112,10,399,"Miki Koishikawa","Está bien, si lo cree de verdad, cocinaré"
2113,10,399,"Miki Koishikawa","Pero todos son muy difíciles"
2114,10,399,"Yuu Matsuura","Vaya cuantos platos, tienen buena pinta"
2115,10,399,"Yuu Matsuura","Bistec, lasaña, pastel de carne"
2116,10,399,"Miki Koishikawa","Si eliges uno no muy difícil te lo puedo preparar"
2117,10,399,"Yuu Matsuura","¿Tú estás segura?"
2118,10,399,"Miki Koishikawa","Si voy siguiendo la receta nada puede ir mal"
2119,10,399,"Yuu Matsuura","Bien, vayamos a comprar"
2120,10,400,"Miki Koishikawa","¿Estás seguro de que hay un supermercado por aquí?"
2121,10,400,"Miki Koishikawa","Frutas exóticas"
2122,10,400,"Miki Koishikawa","¿Oye compramos esto?"
2123,10,400,"Yuu Matsuura",Vale
2124,10,400,"Miki Koishikawa","¿Esto no lo has probado nunca verdad?"
2125,10,400,"Miki Koishikawa","Patatas sabor picante me encantan estas patatas"
2126,10,400,"Miki Koishikawa","Si hasta tienen comida espacial"
2127,10,400,"Miki Koishikawa","Aqui dice que tiene sabor helado"
2128,10,400,"Miki Koishikawa","Para esta noche voy a hacer pasta gratinada"
2129,10,400,"Miki Koishikawa","Salsa descremada, me la quedo"
2130,10,400,"Yuu Matsuura","Es mejor no ir al supermercado con una chica"
2131,10,401,"Miki Koishikawa","Hay tantas parejas por la calle"
2132,10,401,"Miki Koishikawa","Todos deben ser novios"
2133,10,401,"Miki Koishikawa","¡Que envidia!"
2134,10,401,"Miki Koishikawa","Pero quien nos vea y no nos conozca puede pensar que somos novios"
2135,10,402,"Yuu Matsuura",¡Miki!
2136,10,402,"Yuu Matsuura","A ver si te fijas por dónde andas, estaba en rojo"
2137,10,402,"Miki Koishikawa",Perdón
2138,10,403,"Yuu Matsuura","Te has pasado comprando guapa, es una pasada, como pesa"
2139,10,403,"Miki Koishikawa","No te quejes, no es para tanto, lo que pasa es que eres un flojucho"
2140,10,403,"Yuu Matsuura","Esto no tiene nada que ver conmigo estás bolsas pesan"
2141,10,403,"Yuu Matsuura","Cógelas tú un rato y verás"
2142,10,403,"Miki Koishikawa","¡Anda ya! Eres un debilucho, debilucho"
2143,10,403,"Yuu Matsuura","No te pases conmigo porque si quiero puedo levantarte con una mano"
2144,10,403,"Miki Koishikawa","¡Pero que estás haciendo! ¡Suéltame ya!"
2145,10,403,"Miki Koishikawa","¿A qué venía eso tonto? Todos se están riendo de nosotros, ¿Es que no te das cuenta?"
2146,10,403,"Yuu Matsuura","Oy, me haces daño, venga, déjalo ya Miki, está en verde"
2147,10,404,"Takuji Kijima","¡Eh, Yuu!"
2148,10,404,"Miki Koishikawa","Es tu jefe"
2149,10,404,"Takuji Kijima","¿Qué pasa contigo? Así que me dices que tienes que faltar unos días porque tus padres se iban"
2150,10,404,"Takuji Kijima","Y tú aprovechas para salir con Miki, ¿eh?"
2151,10,404,"Yuu Matsuura","No te equivocas, hemos bajado a comprar comida mira"
2152,10,404,"Takuji Kijima","Si tú lo dices"
2153,10,404,"Miki Koishikawa","Pero Yuu, ¿te has tomado unos días libres?"
2154,10,404,"Yuu Matsuura",Si
2155,10,404,"Takuji Kijima","Trabajando en la tienda hay días en los que no sales hasta muy tarde"
2156,10,404,"Yuu Matsuura","Y claro no te iba a dejar sola en casa"
2157,10,404,"Takuji Kijima","Bueno, cuando regresen tus padres ya sabes donde estoy"
2158,10,404,"Yuu Matsuura",Bien
2159,10,405,"Miki Koishikawa","Yuu, ¿lo has hecho por mí?"
2160,10,405,"Miki Koishikawa",Gracias
2161,10,405,"Yuu Matsuura","Bueno, no tenía más remedio"
2162,10,405,"Miki Koishikawa","¿No tenías más remedio?"
2163,10,406,"Miki Koishikawa","Siempre haces igual"
2164,10,406,"Miki Koishikawa","Con la boca dices una cosa, pero al final haces lo contrario"
2165,10,407,"Yuu Matsuura","Estoy seco"
2166,10,407,"Yuu Matsuura","¿Te apetece que vayamos a tomar algo?"
2167,10,408,"Miki Koishikawa","Es lo que me gusta de él"
2168,10,408,"Miki Koishikawa","Ahora que puedo disfrutar para mi sola de la sonrisa de Yuu"
2169,10,408,"Miki Koishikawa","Doy gracias que mis padres no tengan nada de sentido común"
2170,10,409,"Yuu Matsuura","¿Qué pasa?"
2171,10,409,"Yuu Matsuura","¿Todavía no está la comida?"
2172,10,409,"Yuu Matsuura","Me rugen las tripas"
2173,10,409,"Miki Koishikawa","Aguántate un rato más aún le falta"
2174,10,409,"Miki Koishikawa","Hacer pasta gratinada es más difícil de lo que pensaba"
2175,10,410,"Miki Koishikawa","Pero esta es la primera cena que tenemos los solos y tengo que hacer que sea especial"
2176,10,410,"Miki Koishikawa","¿Los dos solos?"
2177,10,411,"Miki Koishikawa","¡Se quema!"
2178,10,411,"Yuu Matsuura",Cuidado
2179,10,411,"Yuu Matsuura","¿Te has quemado?"
2180,10,411,"Yuu Matsuura","A ver"
2181,10,411,"Miki Koishikawa","No, estoy bien"
2182,10,411,"Yuu Matsuura","Pero la comida así que no lo está"
2183,10,411,"Miki Koishikawa","¡Ahora también la bechamel!"
2184,10,411,"Yuu Matsuura","Miki, eres un desastre"
2185,10,411,"Yuu Matsuura","No puedo dejar que sigas, es demasiado peligroso para ti, yo me encargaré"
2186,10,411,"Miki Koishikawa","Pero es que entonces"
2187,10,411,"Yuu Matsuura","No te preocupes por nada"
2188,10,411,"Yuu Matsuura","Tú quédate ahí sentadita"
2189,10,412,"Miki Koishikawa","Me ha ganado"
2190,10,412,"Yuu Matsuura","¿Cómo está?"
2191,10,412,"Miki Koishikawa",¡Genial!
2192,10,412,"Yuu Matsuura","Mmmmm, me he superado"
2193,10,412,"Miki Koishikawa","Sabes que se te da muy bien cocinar"
2194,10,412,"Miki Koishikawa","Por qué no me encargo yo de la limpieza y todo lo demás y tú te ocupas de la compra y la cocina"
2195,10,412,"Yuu Matsuura","No, no, ni hablar"
2196,10,412,"Yuu Matsuura","Demasiado trabajo"
2197,10,412,"Miki Koishikawa","Venga no digas eso, anda"
2198,10,412,"Yuu Matsuura","No te da vergüenza ser chica y no saber cocinar y encima que te gané un chico"
2199,10,412,"Miki Koishikawa","Oye guapo, nada de ser machista, que la cocina no tiene por qué ser solo para mujeres"
2200,10,412,"Miki Koishikawa","Además no voy a aprender en un día así que necesitaré que me ayudes eh"
2201,10,412,"Yuu Matsuura","Si digo que no es que no"
2202,10,413,"Miki Koishikawa","Pensaba ser más cariñosa con él porque era nuestra primera cena solos, pero no ha resultado muy romántica"
2203,10,413,"Miki Koishikawa","Todo lo contrario"
2204,10,413,"Miki Koishikawa","Ahora resulta ser un machista"
2205,10,414,"Miki Koishikawa","¿Qué pondrán en la tele?"
2206,10,414,"Miki Koishikawa","Creo que hoy no merece nada la pena"
2207,10,415,"Yuu Matsuura",Miki
2208,10,415,"Yuu Matsuura","¿Quieres ver un vídeo?"
2209,10,415,"Miki Koishikawa",¿Qué?
2210,10,415,"Yuu Matsuura","Esta tarde he alquilado una película muy buena"
2211,10,416,"Miki Koishikawa","Que susto me ha dado"
2212,10,416,"Miki Koishikawa","Por un momento pensé que iba a besarme otra vez"
2213,10,416,"Miki Koishikawa","¿Qué película habrá alquilado?"
2214,10,416,"Miki Koishikawa","Vamos a ver"
2215,10,416,"Miki Koishikawa","Pero no se tratará de un video porno, ¿verdad?"
2216,10,417,"Miki Koishikawa","¿Pero que haces?"
2217,10,417,"Miki Koishikawa","Para, para, para"
2218,10,417,"Yuu Matsuura","Vale, vale, tranquila"
2219,10,417,"Yuu Matsuura","Calmate ya"
2220,10,417,"Yuu Matsuura","Solo quería crear un poco de ambiente de intriga"
2221,10,417,"Yuu Matsuura","Cómo te pasas"
2222,10,417,"Miki Koishikawa","Viernes en Elm Street"
2223,10,417,"Miki Koishikawa","Era por eso, que susto"
2224,10,417,"Yuu Matsuura","Me han dicho que da mucho miedo"
2225,10,417,"Yuu Matsuura","Si quieres puedes irte antes de empezar"
2226,10,417,"Miki Koishikawa","Que va, me encantan las películas de terror"
2227,10,417,"Miki Koishikawa","¡Además no soy miedosa!"
2228,10,417,"Yuu Matsuura","¿De verdad?"
2229,10,418,"Miki Koishikawa","Me gustan las películas de terror, pero cuando las veo de día"
2230,10,419,"Yuu Matsuura","Lo ves ya estás cagada"
2231,10,419,"Miki Koishikawa","¡Nada de eso, no lo estoy!"
2232,10,420,"Miki Koishikawa","¡Qué miedo!"
2233,10,420,"Miki Koishikawa","Ahora que le he cogido"
2234,10,420,"Miki Koishikawa","No sé si el corazón me late así de rápido por la peli o por él"
2235,10,420,"Miki Koishikawa","Es que está tan bueno"
2236,10,420,"Miki Koishikawa","Si compañeros de clase descubrieran como estamos pasando el rato"
2237,10,420,"Miki Koishikawa","Seguro que montarían un escándalo"
2238,10,421,"Yuu Matsuura","Bah, No ha sido tanto como yo pensaba"
2239,10,421,"Miki Koishikawa","Si, si tienes razón, no ha sido para tanto no me he asustado "
2240,10,421,"Yuu Matsuura","Mentirosa, tu corazón latía a toda marcha"
2241,10,421,"Miki Koishikawa","¿Te has dado cuenta?"
2242,10,422,"Miki Koishikawa","No era porque tuviera miedo, eres tonto Yuu"
2243,10,423,"Yuu Matsuura","Bueno, es tarde, ¿nos vamos a dormir?"
2244,10,423,"Miki Koishikawa","¿Qué, dormir?"
2245,10,423,"Yuu Matsuura","¿Qué pasa?"
2246,10,423,"Miki Koishikawa","No nada, tienes razón, no deberíamos trasnochar mucho aunque sea sábado"
2247,10,423,"Miki Koishikawa","Me voy a la cama"
2248,10,424,"Miki Koishikawa","No lo entiendo, ¿por qué me late tanto el corazón?"
2249,10,424,"Miki Koishikawa","El que un chico y una chica va a ser una noche, solo está mismo techo, no quiere decir que vaya a pasar nada"
2250,10,424,"Miki Koishikawa","¿Verdad Cachán?"
2251,10,424,"Miki Koishikawa",¡Verdad!
2252,10,424,"Miki Koishikawa","No tienes nada de que preocuparte"
2253,10,424,"Miki Koishikawa","Qué malo eres"
2254,10,424,"Miki Koishikawa","¡Eso es!"
2255,10,424,"Miki Koishikawa","Seguro que si me doy un baño me tranquilizaré"
2256,10,425,"Yuu Matsuura","Soy yo el que tendría que gritar, so pervertida"
2257,10,425,"Miki Koishikawa","¡Tendrías que haber cerrado con llave!"
2258,10,425,"Yuu Matsuura","Si y tú llamar a la puerta, ¿no crees?"
2259,10,425,"Yuu Matsuura","Total, qué más da"
2260,10,425,"Yuu Matsuura","Podemos bañarnos juntos eh"
2261,10,426,"Miki Koishikawa",¿Juntos?
2262,10,426,"Miki Koishikawa","¿Cómo se atreve?"
2263,10,426,"Miki Koishikawa",¡Bestia!
2264,10,427,"Miki Koishikawa","Este Yuu, es increíble"
2265,10,427,"Miki Koishikawa","Seguro que nuestros padres se lo están pasando en grande"
2266,10,427,"Miki Koishikawa","Rayos, claro como no saben cómo lo está pasando su hija abandonada"
2267,10,428,"Yuu Matsuura","¡Te toca!"
2268,10,428,"Miki Koishikawa","No intentes mirar ¿eh?"
2269,10,428,"Yuu Matsuura","¿Quién querría?"
2270,10,429,"Miki Koishikawa","Con esto, debería bastar"
2271,10,429,"Miki Koishikawa","Ah, que gozada"
2272,10,429,"Miki Koishikawa","Ah, que maravilla"
2273,10,429,"Miki Koishikawa","Hoy estoy agotada"
2274,10,429,"Miki Koishikawa","Estoy tan contenta de estar sola con Yuu, pero estoy tan nerviosa "
2275,10,429,"Miki Koishikawa","¿Que me estará pasando?"
2276,10,429,"Miki Koishikawa","No, basta ya, tengo que parar de pensar"
2277,10,429,"Miki Koishikawa","Como siga dándole vueltas a la cabeza no voy a poder dormir"
2278,10,430,"Yuu Matsuura","Miki lleva dos horas metida en el baño"
2279,10,431,"Yuu Matsuura","Eh Miki, ¿Cuánto tiempo piensas seguir ahí?"
2280,10,431,"Miki Koishikawa","¡Deja de fastidiar, saldré enseguida, ahora vete!"
2281,10,431,"Yuu Matsuura","Maldita sea"
2282,10,431,"Yuu Matsuura","Encima que me preocupo por ti"
2283,10,432,"Miki Koishikawa","¿Pero qué pasa?"
2284,10,432,"Miki Koishikawa","Algo, me siento algo mareada"
2285,10,433,"Yuu Matsuura",¿Miki?
2286,10,433,"Yuu Matsuura","¿Qué sucede?"
2287,10,433,"Yuu Matsuura","¿Estás bien?"
2288,10,433,"Yuu Matsuura","¡Respóndeme Miki!"
2289,10,433,"Yuu Matsuura","¡Miki, Abre!"
2290,10,433,"Yuu Matsuura","Miki, ¡venga despierta!"
2291,10,433,"Yuu Matsuura","Miki Miki"
2292,10,433,"Yuu Matsuura","¡Miki responde!"
2293,10,434,"Arimi Suzuki","Espera, que estás haciendo con Ginta, ¡es mío!"
2294,10,434,"Miki Koishikawa","¿Cómo que es tuyo?"
2295,10,434,"Arimi Suzuki","Claro, a ti te gusta Yuu ¿no? Pues entonces yo me quedo con Ginta"
2296,10,434,"Miki Koishikawa","Pero yo no sé todavía si"
2297,10,434,"Arimi Suzuki","Entonces qué pasa, ¿me vas a devolver a Yuu?"
2298,10,434,"Miki Koishikawa","¿Pero no es?"
2299,10,435,"Rumi Matsuura","Decidas lo que decidas estará bien"
2300,10,435,"Chiyako Koishikawa","Si, no debemos obligarte a nada"
2301,10,435,"Jin Koishikawa","Pero no te preocupes"
2302,10,435,"Youji Matsuura","No pasa nada, lo aceptaremos"
2303,11,436,"Miki Koishikawa","Yo no quería"
2304,11,436,"Yuu Matsuura","Si puedes pegar tan fuerte es que ya te encuentras bien"
2305,11,436,"Miki Koishikawa",¡Yuu!
2306,11,437,"Miki Koishikawa","Me trajo a aquí después de que me desmayase"
2307,11,437,"Miki Koishikawa","Solo quería ayudarme"
2308,11,437,"Miki Koishikawa","Y yo, ¿qué es lo que hago?"
2309,11,437,"Miki Koishikawa","Estoy tan avergonzada"
2310,11,437,"Miki Koishikawa","¿Qué hago? ¡No podre mirarle a la cara!"
2311,11,438,"Yuu Matsuura",¡Hola!
2312,11,438,"Yuu Matsuura","¿Estas enfadada conmigo o qué?"
2313,11,439,"Miki Koishikawa","Te equivocas"
2314,11,439,"Miki Koishikawa","Es que después de lo de anoche, estoy hecha un lío y no sé cómo tratarte"
2315,11,440,"Yuu Matsuura","Está bien, te prepararé un desayuno estupendo, uno digno de una princesa a ver si se te alegra esa cara un poco"
2316,11,441,"Miki Koishikawa",Yuu
2317,11,442,"Yuu Matsuura","Tranquila princesa que esto estará listo en un periquete"
2318,11,443,"Miki Koishikawa","Yuu no he dicho nada de lo que pasó"
2319,11,443,"Miki Koishikawa","Quizá no quiere hacer que me sienta mal"
2320,11,443,"Miki Koishikawa","Pero es que todavía estoy fatal"
